gene_id_simplified	V1	V1V2shared
ENSG00000176219	yes	yes
ENSG00000176230	yes	yes
ENSG00000176231	yes	yes
ENSG00000176239	yes	yes
ENSG00000176244	yes	yes
ENSG00000176246	yes	yes
ENSG00000176253	yes	yes
ENSG00000176256	yes	yes
ENSG00000176269	yes	yes
ENSG00000176281	yes	yes
ENSG00000176294	yes	yes
ENSG00000176299	yes	yes
ENSG00000176302	yes	yes
ENSG00000176358	yes	yes
ENSG00000176383	yes	yes
ENSG00000176387	yes	yes
ENSG00000176399	yes	yes
ENSG00000176402	yes	yes
ENSG00000176406	yes	yes
ENSG00000176495	yes	yes
ENSG00000176532	yes	yes
ENSG00000176540	yes	yes
ENSG00000176547	yes	yes
ENSG00000176555	yes	yes
ENSG00000176563	yes	yes
ENSG00000176566	yes	yes
ENSG00000176571	yes	yes
ENSG00000176601	yes	yes
ENSG00000176605	yes	yes
ENSG00000176635	yes	yes
ENSG00000176678	yes	yes
ENSG00000176679	yes	yes
ENSG00000176695	yes	yes
ENSG00000176732	yes	yes
ENSG00000176742	yes	yes
ENSG00000176746	yes	yes
ENSG00000176774	yes	yes
ENSG00000176782	yes	yes
ENSG00000176787	yes	yes
ENSG00000176797	yes	yes
ENSG00000176798	yes	yes
ENSG00000176842	yes	yes
ENSG00000176884	yes	yes
ENSG00000176893	yes	yes
ENSG00000176895	yes	yes
ENSG00000176900	yes	yes
ENSG00000176919	yes	yes
ENSG00000176922	yes	yes
ENSG00000176925	yes	yes
ENSG00000176956	yes	yes
ENSG00000176971	yes	yes
ENSG00000176979	yes	yes
ENSG00000176988	yes	NA
ENSG00000177023	yes	yes
ENSG00000177025	yes	yes
ENSG00000177047	yes	yes
ENSG00000177098	yes	yes
ENSG00000177108	yes	yes
ENSG00000177138	yes	yes
ENSG00000177143	yes	yes
ENSG00000177151	yes	yes
ENSG00000177174	yes	yes
ENSG00000177182	yes	yes
ENSG00000177186	yes	yes
ENSG00000177201	yes	yes
ENSG00000177202	yes	yes
ENSG00000177212	yes	yes
ENSG00000177238	yes	yes
ENSG00000177243	yes	yes
ENSG00000177257	yes	yes
ENSG00000177275	yes	yes
ENSG00000177291	yes	yes
ENSG00000177294	yes	yes
ENSG00000177300	yes	yes
ENSG00000177354	yes	yes
ENSG00000177363	yes	yes
ENSG00000177398	yes	yes
ENSG00000177414	yes	yes
ENSG00000177453	yes	yes
ENSG00000177459	yes	yes
ENSG00000177468	yes	yes
ENSG00000177476	yes	yes
ENSG00000177489	yes	yes
ENSG00000177494	yes	yes
ENSG00000177504	yes	yes
ENSG00000177511	yes	yes
ENSG00000177519	yes	yes
ENSG00000177535	yes	yes
ENSG00000177551	yes	yes
ENSG00000177669	yes	yes
ENSG00000177679	yes	yes
ENSG00000177684	yes	yes
ENSG00000177688	yes	yes
ENSG00000177689	yes	yes
ENSG00000177693	yes	yes
ENSG00000177710	yes	yes
ENSG00000177752	yes	yes
ENSG00000177791	yes	yes
ENSG00000177807	yes	yes
ENSG00000177839	yes	yes
ENSG00000177875	yes	yes
ENSG00000177938	yes	yes
ENSG00000177984	yes	yes
ENSG00000177992	yes	yes
ENSG00000177994	yes	yes
ENSG00000178021	yes	yes
ENSG00000178084	yes	yes
ENSG00000178115	yes	yes
ENSG00000178125	yes	yes
ENSG00000178150	yes	yes
ENSG00000178171	yes	yes
ENSG00000178172	yes	yes
ENSG00000178187	yes	yes
ENSG00000178217	yes	yes
ENSG00000178233	yes	yes
ENSG00000178235	yes	yes
ENSG00000178257	yes	yes
ENSG00000178279	yes	yes
ENSG00000178287	yes	yes
ENSG00000178343	yes	yes
ENSG00000178358	yes	yes
ENSG00000178363	yes	yes
ENSG00000178372	yes	yes
ENSG00000178394	yes	yes
ENSG00000178395	yes	yes
ENSG00000178401	yes	yes
ENSG00000178403	yes	yes
ENSG00000178473	yes	yes
ENSG00000178522	yes	yes
ENSG00000178568	yes	yes
ENSG00000178586	yes	yes
ENSG00000178591	yes	yes
ENSG00000178597	yes	yes
ENSG00000178602	yes	yes
ENSG00000178645	yes	yes
ENSG00000178662	yes	yes
ENSG00000178690	yes	yes
ENSG00000178750	yes	yes
ENSG00000178772	yes	yes
ENSG00000178776	yes	yes
ENSG00000178795	yes	yes
ENSG00000178796	yes	yes
ENSG00000178804	yes	yes
ENSG00000178821	yes	yes
ENSG00000178826	yes	yes
ENSG00000178828	yes	yes
ENSG00000178919	yes	yes
ENSG00000178928	yes	yes
ENSG00000178934	yes	yes
ENSG00000178947	yes	yes
ENSG00000178997	yes	yes
ENSG00000179002	yes	yes
ENSG00000179008	yes	yes
ENSG00000179023	yes	yes
ENSG00000179046	yes	yes
ENSG00000179055	yes	yes
ENSG00000179058	yes	yes
ENSG00000179059	yes	yes
ENSG00000179071	yes	yes
ENSG00000179083	yes	yes
ENSG00000179111	yes	yes
ENSG00000179133	yes	yes
ENSG00000179142	yes	yes
ENSG00000179148	yes	yes
ENSG00000179165	yes	yes
ENSG00000179172	yes	yes
ENSG00000179178	yes	yes
ENSG00000179213	yes	yes
ENSG00000179242	yes	yes
ENSG00000179256	yes	yes
ENSG00000179284	yes	yes
ENSG00000179292	yes	yes
ENSG00000179363	yes	yes
ENSG00000179407	yes	yes
ENSG00000179412	yes	yes
ENSG00000179431	yes	yes
ENSG00000179468	yes	yes
ENSG00000179520	yes	yes
ENSG00000179546	yes	yes
ENSG00000179564	yes	yes
ENSG00000179580	yes	NA
ENSG00000179600	yes	yes
ENSG00000179615	yes	yes
ENSG00000179626	yes	yes
ENSG00000179636	yes	yes
ENSG00000179673	yes	yes
ENSG00000179674	yes	yes
ENSG00000179695	yes	yes
ENSG00000179709	yes	yes
ENSG00000179751	yes	yes
ENSG00000179772	yes	yes
ENSG00000179774	yes	yes
ENSG00000179796	yes	yes
ENSG00000179813	yes	yes
ENSG00000179817	yes	yes
ENSG00000179826	yes	yes
ENSG00000179846	yes	yes
ENSG00000179873	yes	yes
ENSG00000179902	yes	yes
ENSG00000179913	yes	yes
ENSG00000179915	yes	yes
ENSG00000179919	yes	yes
ENSG00000179930	yes	yes
ENSG00000179934	yes	yes
ENSG00000179938	yes	yes
ENSG00000180016	yes	yes
ENSG00000180043	yes	yes
ENSG00000180053	yes	yes
ENSG00000180083	yes	yes
ENSG00000180090	yes	yes
ENSG00000180113	yes	yes
ENSG00000180116	yes	yes
ENSG00000180138	yes	yes
ENSG00000180176	yes	yes
ENSG00000180205	yes	yes
ENSG00000180210	yes	yes
ENSG00000180219	yes	yes
ENSG00000180245	yes	yes
ENSG00000180251	yes	yes
ENSG00000180264	yes	yes
ENSG00000180269	yes	yes
ENSG00000180287	yes	yes
ENSG00000180305	yes	yes
ENSG00000180318	yes	yes
ENSG00000180332	yes	yes
ENSG00000180383	yes	yes
ENSG00000180386	yes	yes
ENSG00000180424	yes	yes
ENSG00000180432	yes	yes
ENSG00000180433	yes	yes
ENSG00000180440	yes	yes
ENSG00000180475	yes	yes
ENSG00000180481	yes	yes
ENSG00000180483	yes	yes
ENSG00000180525	yes	yes
ENSG00000180532	yes	yes
ENSG00000180592	yes	yes
ENSG00000180613	yes	yes
ENSG00000180616	yes	yes
ENSG00000180638	yes	yes
ENSG00000180658	yes	yes
ENSG00000180660	yes	yes
ENSG00000180697	yes	yes
ENSG00000180708	yes	yes
ENSG00000180720	yes	yes
ENSG00000180730	yes	yes
ENSG00000180745	yes	yes
ENSG00000180772	yes	yes
ENSG00000180777	yes	yes
ENSG00000180785	yes	yes
ENSG00000180801	yes	yes
ENSG00000180806	yes	yes
ENSG00000180818	yes	yes
ENSG00000180828	yes	yes
ENSG00000180872	yes	yes
ENSG00000180875	yes	yes
ENSG00000180878	yes	yes
ENSG00000180919	yes	yes
ENSG00000180929	yes	yes
ENSG00000180934	yes	yes
ENSG00000180974	yes	yes
ENSG00000180988	yes	yes
ENSG00000180999	yes	yes
ENSG00000181001	yes	yes
ENSG00000181009	yes	yes
ENSG00000181023	yes	yes
ENSG00000181072	yes	yes
ENSG00000181074	yes	yes
ENSG00000181085	yes	NA
ENSG00000181092	yes	yes
ENSG00000181195	yes	yes
ENSG00000181234	yes	yes
ENSG00000181240	yes	yes
ENSG00000181273	yes	yes
ENSG00000181291	yes	yes
ENSG00000181323	yes	yes
ENSG00000181371	yes	yes
ENSG00000181374	yes	yes
ENSG00000181392	yes	yes
ENSG00000181408	yes	yes
ENSG00000181418	yes	yes
ENSG00000181433	yes	yes
ENSG00000181449	yes	yes
ENSG00000181499	yes	yes
ENSG00000181518	yes	yes
ENSG00000181541	yes	yes
ENSG00000181552	yes	yes
ENSG00000181562	yes	yes
ENSG00000181585	yes	yes
ENSG00000181609	yes	yes
ENSG00000181616	yes	yes
ENSG00000181617	yes	yes
ENSG00000181626	yes	yes
ENSG00000181634	yes	yes
ENSG00000181638	yes	yes
ENSG00000181693	yes	yes
ENSG00000181698	yes	yes
ENSG00000181718	yes	yes
ENSG00000181733	yes	yes
ENSG00000181752	yes	yes
ENSG00000181761	yes	yes
ENSG00000181767	yes	yes
ENSG00000181773	yes	yes
ENSG00000181778	yes	yes
ENSG00000181781	yes	yes
ENSG00000181785	yes	yes
ENSG00000181786	yes	yes
ENSG00000181803	yes	yes
ENSG00000181867	yes	yes
ENSG00000181885	yes	yes
ENSG00000181903	yes	yes
ENSG00000181927	yes	yes
ENSG00000181939	yes	yes
ENSG00000181958	yes	yes
ENSG00000181961	yes	yes
ENSG00000181963	yes	yes
ENSG00000181965	yes	yes
ENSG00000182035	yes	yes
ENSG00000182040	yes	yes
ENSG00000182050	yes	yes
ENSG00000182053	yes	yes
ENSG00000182070	yes	yes
ENSG00000182083	yes	yes
ENSG00000182103	yes	yes
ENSG00000182111	yes	yes
ENSG00000182132	yes	yes
ENSG00000182156	yes	yes
ENSG00000182168	yes	yes
ENSG00000182170	yes	yes
ENSG00000182175	yes	yes
ENSG00000182177	yes	yes
ENSG00000182187	yes	yes
ENSG00000182223	yes	yes
ENSG00000182230	yes	yes
ENSG00000182255	yes	yes
ENSG00000182256	yes	yes
ENSG00000182261	yes	yes
ENSG00000182264	yes	NA
ENSG00000182271	yes	yes
ENSG00000182272	yes	yes
ENSG00000182308	yes	yes
ENSG00000182315	yes	yes
ENSG00000182329	yes	yes
ENSG00000182330	yes	yes
ENSG00000182333	yes	yes
ENSG00000182334	yes	yes
ENSG00000182346	yes	yes
ENSG00000182348	yes	yes
ENSG00000182393	yes	yes
ENSG00000182415	yes	yes
ENSG00000182447	yes	yes
ENSG00000182450	yes	yes
ENSG00000182459	yes	yes
ENSG00000182508	yes	yes
ENSG00000182521	yes	yes
ENSG00000182533	yes	yes
ENSG00000182545	yes	yes
ENSG00000182583	yes	yes
ENSG00000182585	yes	yes
ENSG00000182591	yes	yes
ENSG00000182612	yes	yes
ENSG00000182613	yes	yes
ENSG00000182631	yes	yes
ENSG00000182634	yes	yes
ENSG00000182645	yes	yes
ENSG00000182652	yes	yes
ENSG00000182667	yes	yes
ENSG00000182674	yes	yes
ENSG00000182676	yes	yes
ENSG00000182687	yes	yes
ENSG00000182698	yes	yes
ENSG00000182783	yes	yes
ENSG00000182791	yes	yes
ENSG00000182793	yes	yes
ENSG00000182798	yes	yes
ENSG00000182816	yes	yes
ENSG00000182854	yes	yes
ENSG00000182870	yes	yes
ENSG00000182896	yes	yes
ENSG00000182898	yes	yes
ENSG00000182902	yes	yes
ENSG00000182916	yes	yes
ENSG00000182931	yes	yes
ENSG00000182938	yes	yes
ENSG00000182950	yes	yes
ENSG00000182968	yes	yes
ENSG00000183024	yes	yes
ENSG00000183032	yes	yes
ENSG00000183034	yes	yes
ENSG00000183035	yes	yes
ENSG00000183036	yes	yes
ENSG00000183054	yes	yes
ENSG00000183067	yes	yes
ENSG00000183072	yes	yes
ENSG00000183114	yes	yes
ENSG00000183128	yes	yes
ENSG00000183145	yes	yes
ENSG00000183148	yes	yes
ENSG00000183150	yes	yes
ENSG00000183166	yes	yes
ENSG00000183185	yes	yes
ENSG00000183196	yes	yes
ENSG00000183206	yes	yes
ENSG00000183246	yes	yes
ENSG00000183251	yes	yes
ENSG00000183269	yes	yes
ENSG00000183273	yes	yes
ENSG00000183287	yes	yes
ENSG00000183303	yes	yes
ENSG00000183304	yes	yes
ENSG00000183305	yes	yes
ENSG00000183310	yes	yes
ENSG00000183313	yes	yes
ENSG00000183317	yes	yes
ENSG00000183318	yes	yes
ENSG00000183324	yes	yes
ENSG00000183378	yes	yes
ENSG00000183379	yes	yes
ENSG00000183389	yes	yes
ENSG00000183395	yes	yes
ENSG00000183396	yes	yes
ENSG00000183423	yes	yes
ENSG00000183434	yes	yes
ENSG00000183463	yes	yes
ENSG00000183476	yes	yes
ENSG00000183549	yes	yes
ENSG00000183559	yes	yes
ENSG00000183560	yes	yes
ENSG00000183571	yes	yes
ENSG00000183607	yes	NA
ENSG00000183629	yes	NA
ENSG00000183631	yes	yes
ENSG00000183632	yes	NA
ENSG00000183640	yes	yes
ENSG00000183644	yes	yes
ENSG00000183654	yes	yes
ENSG00000183668	yes	yes
ENSG00000183682	yes	yes
ENSG00000183695	yes	yes
ENSG00000183706	yes	yes
ENSG00000183709	yes	yes
ENSG00000183715	yes	yes
ENSG00000183729	yes	yes
ENSG00000183733	yes	yes
ENSG00000183747	yes	yes
ENSG00000183753	yes	yes
ENSG00000183770	yes	yes
ENSG00000183775	yes	yes
ENSG00000183778	yes	yes
ENSG00000183783	yes	yes
ENSG00000183791	yes	yes
ENSG00000183795	yes	yes
ENSG00000183798	yes	yes
ENSG00000183801	yes	yes
ENSG00000183807	yes	yes
ENSG00000183837	yes	yes
ENSG00000183840	yes	yes
ENSG00000183844	yes	yes
ENSG00000183862	yes	yes
ENSG00000183873	yes	yes
ENSG00000183876	yes	yes
ENSG00000183908	yes	yes
ENSG00000183921	yes	NA
ENSG00000183971	yes	NA
ENSG00000183977	yes	yes
ENSG00000184012	yes	yes
ENSG00000184022	yes	yes
ENSG00000184032	yes	yes
ENSG00000184033	yes	NA
ENSG00000184108	yes	yes
ENSG00000184140	yes	yes
ENSG00000184144	yes	yes
ENSG00000184148	yes	yes
ENSG00000184155	yes	yes
ENSG00000184156	yes	yes
ENSG00000184166	yes	yes
ENSG00000184194	yes	yes
ENSG00000184206	yes	NA
ENSG00000184210	yes	yes
ENSG00000184258	yes	yes
ENSG00000184276	yes	yes
ENSG00000184302	yes	yes
ENSG00000184330	yes	yes
ENSG00000184344	yes	yes
ENSG00000184345	yes	yes
ENSG00000184347	yes	yes
ENSG00000184350	yes	yes
ENSG00000184351	yes	yes
ENSG00000184361	yes	yes
ENSG00000184363	yes	yes
ENSG00000184368	yes	yes
ENSG00000184374	yes	yes
ENSG00000184378	yes	yes
ENSG00000184388	yes	yes
ENSG00000184389	yes	NA
ENSG00000184394	yes	yes
ENSG00000184408	yes	yes
ENSG00000184434	yes	yes
ENSG00000184454	yes	yes
ENSG00000184459	yes	yes
ENSG00000184471	yes	yes
ENSG00000184478	yes	yes
ENSG00000184486	yes	yes
ENSG00000184492	yes	yes
ENSG00000184502	yes	yes
ENSG00000184507	yes	yes
ENSG00000184524	yes	yes
ENSG00000184530	yes	yes
ENSG00000184544	yes	yes
ENSG00000184564	yes	yes
ENSG00000184571	yes	yes
ENSG00000184601	yes	yes
ENSG00000184647	yes	yes
ENSG00000184650	yes	yes
ENSG00000184672	yes	yes
ENSG00000184697	yes	yes
ENSG00000184698	yes	yes
ENSG00000184716	yes	NA
ENSG00000184724	yes	yes
ENSG00000184735	yes	yes
ENSG00000184786	yes	yes
ENSG00000184788	yes	yes
ENSG00000184814	yes	yes
ENSG00000184845	yes	yes
ENSG00000184895	yes	yes
ENSG00000184908	yes	yes
ENSG00000184911	yes	yes
ENSG00000184925	yes	yes
ENSG00000184933	yes	yes
ENSG00000184937	yes	yes
ENSG00000184945	yes	yes
ENSG00000184949	yes	yes
ENSG00000184954	yes	yes
ENSG00000184956	yes	yes
ENSG00000184984	yes	yes
ENSG00000184995	yes	yes
ENSG00000184999	yes	yes
ENSG00000185002	yes	yes
ENSG00000185008	yes	yes
ENSG00000185013	yes	yes
ENSG00000185028	yes	yes
ENSG00000185038	yes	yes
ENSG00000185040	yes	NA
ENSG00000185046	yes	yes
ENSG00000185053	yes	yes
ENSG00000185055	yes	yes
ENSG00000185056	yes	yes
ENSG00000185069	yes	yes
ENSG00000185105	yes	yes
ENSG00000185133	yes	yes
ENSG00000185149	yes	yes
ENSG00000185155	yes	yes
ENSG00000185156	yes	yes
ENSG00000185176	yes	yes
ENSG00000185177	yes	yes
ENSG00000185231	yes	yes
ENSG00000185247	yes	yes
ENSG00000185264	yes	yes
ENSG00000185269	yes	yes
ENSG00000185294	yes	yes
ENSG00000185306	yes	NA
ENSG00000185313	yes	yes
ENSG00000185352	yes	yes
ENSG00000185372	yes	yes
ENSG00000185385	yes	yes
ENSG00000185448	yes	yes
ENSG00000185467	yes	yes
ENSG00000185479	yes	yes
ENSG00000185499	yes	yes
ENSG00000185519	yes	yes
ENSG00000185523	yes	yes
ENSG00000185565	yes	yes
ENSG00000185615	yes	yes
ENSG00000185633	yes	yes
ENSG00000185640	yes	yes
ENSG00000185652	yes	yes
ENSG00000185662	yes	yes
ENSG00000185668	yes	yes
ENSG00000185674	yes	yes
ENSG00000185681	yes	yes
ENSG00000185686	yes	yes
ENSG00000185689	yes	yes
ENSG00000185742	yes	yes
ENSG00000185758	yes	yes
ENSG00000185774	yes	yes
ENSG00000185775	yes	yes
ENSG00000185792	yes	yes
ENSG00000185821	yes	yes
ENSG00000185823	yes	yes
ENSG00000185860	yes	yes
ENSG00000185863	yes	yes
ENSG00000185873	yes	yes
ENSG00000185888	yes	yes
ENSG00000185894	yes	yes
ENSG00000185899	yes	yes
ENSG00000185924	yes	yes
ENSG00000185926	yes	yes
ENSG00000185933	yes	yes
ENSG00000185940	yes	yes
ENSG00000185942	yes	yes
ENSG00000185958	yes	yes
ENSG00000185962	yes	yes
ENSG00000185966	yes	yes
ENSG00000185972	yes	yes
ENSG00000185974	yes	yes
ENSG00000185982	yes	yes
ENSG00000185985	yes	yes
ENSG00000185988	yes	NA
ENSG00000186007	yes	yes
ENSG00000186009	yes	yes
ENSG00000186038	yes	yes
ENSG00000186047	yes	yes
ENSG00000186051	yes	yes
ENSG00000186075	yes	yes
ENSG00000186086	yes	yes
ENSG00000186090	yes	yes
ENSG00000186092	yes	yes
ENSG00000186094	yes	yes
ENSG00000186103	yes	yes
ENSG00000186113	yes	yes
ENSG00000186115	yes	yes
ENSG00000186118	yes	yes
ENSG00000186119	yes	yes
ENSG00000186136	yes	yes
ENSG00000186143	yes	yes
ENSG00000186150	yes	yes
ENSG00000186160	yes	yes
ENSG00000186188	yes	yes
ENSG00000186198	yes	yes
ENSG00000186207	yes	yes
ENSG00000186212	yes	yes
ENSG00000186226	yes	yes
ENSG00000186288	yes	yes
ENSG00000186306	yes	yes
ENSG00000186326	yes	yes
ENSG00000186329	yes	yes
ENSG00000186334	yes	yes
ENSG00000186335	yes	yes
ENSG00000186340	yes	yes
ENSG00000186377	yes	yes
ENSG00000186393	yes	yes
ENSG00000186417	yes	yes
ENSG00000186439	yes	yes
ENSG00000186440	yes	yes
ENSG00000186442	yes	yes
ENSG00000186451	yes	yes
ENSG00000186452	yes	yes
ENSG00000186453	yes	yes
ENSG00000186458	yes	yes
ENSG00000186471	yes	yes
ENSG00000186474	yes	yes
ENSG00000186487	yes	yes
ENSG00000186493	yes	yes
ENSG00000186509	yes	yes
ENSG00000186510	yes	yes
ENSG00000186513	yes	yes
ENSG00000186523	yes	NA
ENSG00000186526	yes	yes
ENSG00000186562	yes	yes
ENSG00000186567	yes	yes
ENSG00000186572	yes	yes
ENSG00000186579	yes	yes
ENSG00000186599	yes	yes
ENSG00000186628	yes	yes
ENSG00000186675	yes	yes
ENSG00000186684	yes	yes
ENSG00000186710	yes	yes
ENSG00000186723	yes	yes
ENSG00000186732	yes	yes
ENSG00000186788	yes	yes
ENSG00000186790	yes	yes
ENSG00000186795	yes	yes
ENSG00000186803	yes	yes
ENSG00000186832	yes	yes
ENSG00000186844	yes	yes
ENSG00000186847	yes	yes
ENSG00000186860	yes	yes
ENSG00000186867	yes	yes
ENSG00000186881	yes	yes
ENSG00000186895	yes	yes
ENSG00000186897	yes	yes
ENSG00000186910	yes	yes
ENSG00000186912	yes	yes
ENSG00000186919	yes	NA
ENSG00000186924	yes	yes
ENSG00000186925	yes	yes
ENSG00000186930	yes	yes
ENSG00000186943	yes	yes
ENSG00000186965	yes	yes
ENSG00000186967	yes	yes
ENSG00000186970	yes	yes
ENSG00000186971	yes	yes
ENSG00000186973	yes	yes
ENSG00000186977	yes	yes
ENSG00000186980	yes	yes
ENSG00000187003	yes	yes
ENSG00000187005	yes	yes
ENSG00000187021	yes	yes
ENSG00000187026	yes	yes
ENSG00000187033	yes	yes
ENSG00000187045	yes	yes
ENSG00000187048	yes	yes
ENSG00000187054	yes	yes
ENSG00000187066	yes	NA
ENSG00000187080	yes	yes
ENSG00000187082	yes	yes
ENSG00000187094	yes	yes
ENSG00000187123	yes	yes
ENSG00000187135	yes	yes
ENSG00000187140	yes	yes
ENSG00000187144	yes	yes
ENSG00000187151	yes	yes
ENSG00000187166	yes	yes
ENSG00000187170	yes	yes
ENSG00000187173	yes	yes
ENSG00000187175	yes	yes
ENSG00000187180	yes	yes
ENSG00000187191	yes	yes
ENSG00000187223	yes	yes
ENSG00000187238	yes	yes
ENSG00000187242	yes	yes
ENSG00000187243	yes	yes
ENSG00000187258	yes	yes
ENSG00000187272	yes	yes
ENSG00000187288	yes	NA
ENSG00000187323	yes	yes
ENSG00000187372	yes	yes
ENSG00000187398	yes	yes
ENSG00000187416	yes	yes
ENSG00000187492	yes	yes
ENSG00000187516	yes	yes
ENSG00000187533	yes	yes
ENSG00000187545	yes	yes
ENSG00000187546	yes	yes
ENSG00000187550	yes	yes
ENSG00000187553	yes	yes
ENSG00000187559	yes	yes
ENSG00000187569	yes	yes
ENSG00000187581	yes	yes
ENSG00000187612	yes	yes
ENSG00000187634	yes	yes
ENSG00000187642	yes	yes
ENSG00000187658	yes	yes
ENSG00000187664	yes	yes
ENSG00000187682	yes	yes
ENSG00000187689	yes	yes
ENSG00000187701	yes	yes
ENSG00000187726	yes	yes
ENSG00000187733	yes	yes
ENSG00000187747	yes	yes
ENSG00000187753	yes	yes
ENSG00000187754	yes	yes
ENSG00000187766	yes	yes
ENSG00000187772	yes	yes
ENSG00000187783	yes	yes
ENSG00000187791	yes	yes
ENSG00000187806	yes	yes
ENSG00000187821	yes	yes
ENSG00000187833	yes	yes
ENSG00000187848	yes	yes
ENSG00000187855	yes	yes
ENSG00000187857	yes	yes
ENSG00000187867	yes	yes
ENSG00000187871	yes	yes
ENSG00000187905	yes	yes
ENSG00000187908	yes	yes
ENSG00000187918	yes	yes
ENSG00000187950	yes	yes
ENSG00000187955	yes	yes
ENSG00000187957	yes	yes
ENSG00000187959	yes	yes
ENSG00000187969	yes	yes
ENSG00000187980	yes	yes
ENSG00000188000	yes	yes
ENSG00000188032	yes	yes
ENSG00000188038	yes	yes
ENSG00000188050	yes	yes
ENSG00000188051	yes	yes
ENSG00000188060	yes	yes
ENSG00000188064	yes	yes
ENSG00000188089	yes	yes
ENSG00000188095	yes	yes
ENSG00000188100	yes	yes
ENSG00000188120	yes	yes
ENSG00000188124	yes	yes
ENSG00000188133	yes	yes
ENSG00000188152	yes	yes
ENSG00000188153	yes	yes
ENSG00000188155	yes	yes
ENSG00000188162	yes	yes
ENSG00000188163	yes	yes
ENSG00000188176	yes	yes
ENSG00000188263	yes	yes
ENSG00000188269	yes	yes
ENSG00000188277	yes	yes
ENSG00000188293	yes	yes
ENSG00000188316	yes	yes
ENSG00000188324	yes	yes
ENSG00000188334	yes	yes
ENSG00000188338	yes	yes
ENSG00000188340	yes	yes
ENSG00000188373	yes	yes
ENSG00000188375	yes	yes
ENSG00000188379	yes	yes
ENSG00000188385	yes	yes
ENSG00000188386	yes	yes
ENSG00000188393	yes	yes
ENSG00000188396	yes	yes
ENSG00000188408	yes	yes
ENSG00000188425	yes	yes
ENSG00000188467	yes	yes
ENSG00000188487	yes	yes
ENSG00000188501	yes	NA
ENSG00000188508	yes	yes
ENSG00000188523	yes	yes
ENSG00000188558	yes	yes
ENSG00000188573	yes	yes
ENSG00000188581	yes	yes
ENSG00000188582	yes	yes
ENSG00000188611	yes	yes
ENSG00000188620	yes	yes
ENSG00000188624	yes	yes
ENSG00000188626	yes	NA
ENSG00000188649	yes	yes
ENSG00000188655	yes	yes
ENSG00000188676	yes	yes
ENSG00000188691	yes	yes
ENSG00000188694	yes	yes
ENSG00000188710	yes	yes
ENSG00000188716	yes	yes
ENSG00000188729	yes	yes
ENSG00000188730	yes	yes
ENSG00000188760	yes	yes
ENSG00000188761	yes	yes
ENSG00000188763	yes	yes
ENSG00000188766	yes	yes
ENSG00000188770	yes	yes
ENSG00000188771	yes	yes
ENSG00000188778	yes	yes
ENSG00000188782	yes	yes
ENSG00000188783	yes	yes
ENSG00000188784	yes	yes
ENSG00000188800	yes	yes
ENSG00000188803	yes	yes
ENSG00000188816	yes	yes
ENSG00000188817	yes	yes
ENSG00000188818	yes	yes
ENSG00000188833	yes	yes
ENSG00000188859	yes	yes
ENSG00000188869	yes	yes
ENSG00000188883	yes	yes
ENSG00000188886	yes	yes
ENSG00000188909	yes	yes
ENSG00000188910	yes	yes
ENSG00000188931	yes	yes
ENSG00000188937	yes	yes
ENSG00000188958	yes	yes
ENSG00000188959	yes	yes
ENSG00000188984	yes	yes
ENSG00000188991	yes	yes
ENSG00000188992	yes	yes
ENSG00000188993	yes	yes
ENSG00000188996	yes	yes
ENSG00000189001	yes	yes
ENSG00000189023	yes	yes
ENSG00000189030	yes	yes
ENSG00000189037	yes	yes
ENSG00000189051	yes	yes
ENSG00000189052	yes	yes
ENSG00000189064	yes	yes
ENSG00000189099	yes	yes
ENSG00000189108	yes	yes
ENSG00000189120	yes	yes
ENSG00000189127	yes	yes
ENSG00000189132	yes	yes
ENSG00000189139	yes	yes
ENSG00000189143	yes	yes
ENSG00000189157	yes	yes
ENSG00000189167	yes	yes
ENSG00000189169	yes	yes
ENSG00000189181	yes	yes
ENSG00000189182	yes	yes
ENSG00000189184	yes	yes
ENSG00000189186	yes	yes
ENSG00000189252	yes	yes
ENSG00000189253	yes	yes
ENSG00000189269	yes	yes
ENSG00000189299	yes	yes
ENSG00000189320	yes	yes
ENSG00000189334	yes	yes
ENSG00000189357	yes	yes
ENSG00000189366	yes	NA
ENSG00000189367	yes	yes
ENSG00000189375	yes	yes
ENSG00000189401	yes	yes
ENSG00000189410	yes	yes
ENSG00000196091	yes	yes
ENSG00000196098	yes	yes
ENSG00000196099	yes	yes
ENSG00000196109	yes	yes
ENSG00000196119	yes	yes
ENSG00000196131	yes	yes
ENSG00000196132	yes	yes
ENSG00000196156	yes	yes
ENSG00000196166	yes	yes
ENSG00000196171	yes	yes
ENSG00000196184	yes	yes
ENSG00000196208	yes	yes
ENSG00000196224	yes	yes
ENSG00000196228	yes	NA
ENSG00000196240	yes	yes
ENSG00000196242	yes	yes
ENSG00000196248	yes	yes
ENSG00000196260	yes	yes
ENSG00000196277	yes	yes
ENSG00000196289	yes	yes
ENSG00000196296	yes	yes
ENSG00000196337	yes	yes
ENSG00000196341	yes	yes
ENSG00000196344	yes	yes
ENSG00000196350	yes	yes
ENSG00000196361	yes	yes
ENSG00000196376	yes	yes
ENSG00000196406	yes	yes
ENSG00000196408	yes	NA
ENSG00000196420	yes	yes
ENSG00000196427	yes	yes
ENSG00000196431	yes	yes
ENSG00000196460	yes	yes
ENSG00000196468	yes	yes
ENSG00000196475	yes	yes
ENSG00000196482	yes	yes
